input_id,experiment_id,model_version,step,corruption_level,predicted_class,actual_class,correct,confidence,proba_class0,proba_class1
doc_00906,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.721880968700155,0.27811903129984505,0.721880968700155
doc_00682,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.5477056700638692,0.45229432993613083,0.5477056700638692
doc_00682,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.5290578435458796,0.4709421564541204,0.5290578435458796
doc_00682,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,1,False,0.5207426305814846,0.5207426305814846,0.4792573694185154
doc_00682,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.5192107037685353,0.4807892962314647,0.5192107037685353
doc_00682,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.5255116955829738,0.47448830441702616,0.5255116955829738
doc_00682,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,1,False,0.5351025252951643,0.5351025252951643,0.46489747470483567
doc_00653,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.5997584282923247,0.5997584282923247,0.40024157170767527
doc_00653,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.5504486514661879,0.5504486514661879,0.4495513485338121
doc_00653,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.5578479042894993,0.5578479042894993,0.4421520957105008
doc_00653,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.6512559922774508,0.6512559922774508,0.3487440077225492
doc_00653,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.6147501569333851,0.6147501569333851,0.3852498430666149
doc_00653,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.5384462943760511,0.5384462943760511,0.46155370562394893
doc_00750,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,0,False,0.9631982763676867,0.036801723632313266,0.9631982763676867
doc_00750,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,0,False,0.951794704782192,0.04820529521780803,0.951794704782192
doc_00750,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,0,False,0.950893635072488,0.04910636492751197,0.950893635072488
doc_00750,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,0,False,0.9505364330038313,0.04946356699616872,0.9505364330038313
doc_00750,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,0,False,0.9475282819232181,0.05247171807678186,0.9475282819232181
doc_00750,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,0,False,0.9492255235662943,0.050774476433705695,0.9492255235662943
doc_00949,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.708532227862022,0.29146777213797803,0.708532227862022
doc_00949,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.7334973885001991,0.2665026114998009,0.7334973885001991
doc_00949,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,1,True,0.6987683983806058,0.3012316016193942,0.6987683983806058
doc_00949,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.6745987001353716,0.3254012998646284,0.6745987001353716
doc_00949,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.6506432220491154,0.3493567779508846,0.6506432220491154
doc_00949,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.7147687165632316,0.2852312834367684,0.7147687165632316
doc_01749,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,0,False,0.7286679549383599,0.2713320450616401,0.7286679549383599
doc_01749,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,0,False,0.7623692731565161,0.23763072684348385,0.7623692731565161
doc_01749,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,0,False,0.7532124089064286,0.2467875910935714,0.7532124089064286
doc_01749,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,0,False,0.7319612855238523,0.2680387144761477,0.7319612855238523
doc_01749,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,0,False,0.7516399542510772,0.2483600457489228,0.7516399542510772
doc_01749,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,0,False,0.7352662122068471,0.26473378779315293,0.7352662122068471
doc_01258,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.5918462930387626,0.5918462930387626,0.40815370696123743
doc_01258,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.5457723361683933,0.5457723361683933,0.45422766383160673
doc_01258,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6218921453937238,0.6218921453937238,0.37810785460627616
doc_01258,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.6386485882789787,0.6386485882789787,0.36135141172102125
doc_01258,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,0,False,0.5111661975928848,0.48883380240711516,0.5111661975928848
doc_01258,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.5432283627000625,0.5432283627000625,0.4567716372999376
doc_01065,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,1,False,0.5625960531144598,0.5625960531144598,0.43740394688554024
doc_01065,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,1,False,0.6043458386801999,0.6043458386801999,0.3956541613198001
doc_01065,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,1,False,0.5733508755606935,0.5733508755606935,0.4266491244393065
doc_01065,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,1,False,0.5163050347265201,0.5163050347265201,0.48369496527347994
doc_01065,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,1,False,0.5365071766181474,0.5365071766181474,0.4634928233818526
doc_01065,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,1,False,0.5597546621771572,0.5597546621771572,0.44024533782284275
doc_01710,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,0,False,0.6397722368821092,0.36022776311789084,0.6397722368821092
doc_01710,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,0,False,0.6642097212303004,0.3357902787696996,0.6642097212303004
doc_01710,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,0,False,0.6189957950501714,0.38100420494982856,0.6189957950501714
doc_01710,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,0,False,0.6321985341048788,0.3678014658951212,0.6321985341048788
doc_01710,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,0,False,0.6547683963108145,0.3452316036891855,0.6547683963108145
doc_01710,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,0,False,0.600282233100227,0.399717766899773,0.600282233100227
doc_01238,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.6952023749068161,0.6952023749068161,0.3047976250931838
doc_01238,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6962522362409553,0.6962522362409553,0.3037477637590447
doc_01238,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6830610553779459,0.6830610553779459,0.3169389446220541
doc_01238,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.7036858966286357,0.7036858966286357,0.29631410337136427
doc_01238,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.6686504586351254,0.6686504586351254,0.3313495413648746
doc_01238,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6942188440355614,0.6942188440355614,0.3057811559644385
doc_01362,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.6486537645691299,0.6486537645691299,0.3513462354308701
doc_01362,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6513591307506202,0.6513591307506202,0.34864086924937976
doc_01362,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6375790418592762,0.6375790418592762,0.3624209581407239
doc_01362,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.6941606471698858,0.6941606471698858,0.3058393528301142
doc_01362,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.623950888383042,0.623950888383042,0.3760491116169579
doc_01362,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6269125008806143,0.6269125008806143,0.37308749911938566
doc_01058,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.6177664655161221,0.6177664655161221,0.38223353448387787
doc_01058,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6738258998357078,0.6738258998357078,0.3261741001642921
doc_01058,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.626344325449131,0.626344325449131,0.373655674550869
doc_01058,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.6650835794456611,0.6650835794456611,0.33491642055433885
doc_01058,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.6490357481573923,0.6490357481573923,0.35096425184260766
doc_01058,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6011500174501243,0.6011500174501243,0.39884998254987575
doc_00167,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.5384149712602767,0.5384149712602767,0.4615850287397233
doc_00167,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.5543735261655633,0.5543735261655633,0.4456264738344367
doc_00167,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.5624119778906673,0.5624119778906673,0.43758802210933273
doc_00167,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.5704937488619508,0.5704937488619508,0.42950625113804913
doc_00167,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.5776985585851082,0.5776985585851082,0.42230144141489173
doc_00167,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.5684583210412812,0.5684583210412812,0.4315416789587187
doc_00310,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.9271214884659091,0.07287851153409086,0.9271214884659091
doc_00310,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.9003311953043128,0.09966880469568717,0.9003311953043128
doc_00310,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,1,True,0.9003216025798332,0.09967839742016682,0.9003216025798332
doc_00310,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.8937767930610433,0.1062232069389567,0.8937767930610433
doc_00310,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.8934964320408193,0.1065035679591807,0.8934964320408193
doc_00310,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.8856822697948739,0.11431773020512614,0.8856822697948739
doc_01573,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.758441043058184,0.758441043058184,0.241558956941816
doc_01573,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.7761320086784147,0.7761320086784147,0.22386799132158525
doc_01573,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.7575597769419813,0.7575597769419813,0.24244022305801866
doc_01573,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.7359045603723557,0.7359045603723557,0.2640954396276443
doc_01573,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.7674149887852202,0.7674149887852202,0.23258501121477979
doc_01573,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6824141706696254,0.6824141706696254,0.31758582933037466
doc_01339,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.7095326924414909,0.29046730755850914,0.7095326924414909
doc_01339,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.7253690520589856,0.2746309479410144,0.7253690520589856
doc_01339,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,1,True,0.7622414460406409,0.23775855395935908,0.7622414460406409
doc_01339,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.721406102529006,0.27859389747099395,0.721406102529006
doc_01339,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.651863350977881,0.34813664902211905,0.651863350977881
doc_01339,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.6803650611058805,0.31963493889411954,0.6803650611058805
doc_01129,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.5865769399995957,0.5865769399995957,0.41342306000040435
doc_01129,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.5758771547246924,0.5758771547246924,0.4241228452753076
doc_01129,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.5370920346780947,0.5370920346780947,0.46290796532190526
doc_01129,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.5265564071827277,0.5265564071827277,0.47344359281727233
doc_01129,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.5804451382186084,0.5804451382186084,0.4195548617813915
doc_01129,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6648188969931074,0.6648188969931074,0.33518110300689263
doc_00495,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.6215208755072603,0.6215208755072603,0.37847912449273974
doc_00495,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6115175529189358,0.6115175529189358,0.38848244708106416
doc_00495,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6373043476977753,0.6373043476977753,0.3626956523022247
doc_00495,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.5646661573243921,0.5646661573243921,0.43533384267560793
doc_00495,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.6224220124016406,0.6224220124016406,0.3775779875983594
doc_00495,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6824404433469631,0.6824404433469631,0.3175595566530369
doc_00868,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.5346727012256103,0.5346727012256103,0.4653272987743898
doc_00868,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.5604197798988944,0.5604197798988944,0.43958022010110565
doc_00868,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.5859686952193202,0.5859686952193202,0.4140313047806799
doc_00868,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,0,False,0.5132438499617247,0.4867561500382753,0.5132438499617247
doc_00868,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.5770675036789625,0.5770675036789625,0.4229324963210375
doc_00868,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6090069268927014,0.6090069268927014,0.3909930731072985
doc_00755,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.6489737841217679,0.6489737841217679,0.35102621587823213
doc_00755,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6620315451910852,0.6620315451910852,0.33796845480891485
doc_00755,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6369711011952551,0.6369711011952551,0.36302889880474487
doc_00755,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.6813674421855904,0.6813674421855904,0.3186325578144096
doc_00755,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.6684963102963085,0.6684963102963085,0.3315036897036915
doc_00755,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6675943999565199,0.6675943999565199,0.3324056000434801
doc_00034,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,0,False,0.5723372562927059,0.42766274370729407,0.5723372562927059
doc_00034,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,0,False,0.5689579404444515,0.43104205955554853,0.5689579404444515
doc_00034,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,0,False,0.575657671049432,0.424342328950568,0.575657671049432
doc_00034,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,0,False,0.5631736920726579,0.4368263079273421,0.5631736920726579
doc_00034,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,0,False,0.5941356483991874,0.4058643516008126,0.5941356483991874
doc_00034,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,0,False,0.545812602732731,0.454187397267269,0.545812602732731
doc_01439,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.733354857429926,0.733354857429926,0.266645142570074
doc_01439,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6380833514307339,0.6380833514307339,0.3619166485692661
doc_01439,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6727788038280854,0.6727788038280854,0.3272211961719146
doc_01439,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.6963621991626021,0.6963621991626021,0.30363780083739783
doc_01439,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.5877600047640155,0.5877600047640155,0.4122399952359845
doc_01439,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.6227430305566449,0.6227430305566449,0.3772569694433551
doc_01122,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.6636153335555327,0.3363846664444673,0.6636153335555327
doc_01122,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.6569055282208479,0.3430944717791521,0.6569055282208479
doc_01122,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,1,True,0.6298703684023766,0.37012963159762335,0.6298703684023766
doc_01122,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.6607315239503191,0.3392684760496809,0.6607315239503191
doc_01122,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.543954428086649,0.45604557191335104,0.543954428086649
doc_01122,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.6364341823906975,0.3635658176093025,0.6364341823906975
doc_01628,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.682016639282377,0.682016639282377,0.31798336071762295
doc_01628,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6268623377712386,0.6268623377712386,0.3731376622287615
doc_01628,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6723541351545763,0.6723541351545763,0.32764586484542363
doc_01628,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.5715379582148377,0.5715379582148377,0.4284620417851624
doc_01628,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.673170625081464,0.673170625081464,0.32682937491853603
doc_01628,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.695055911220033,0.695055911220033,0.30494408877996704
doc_00497,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.6308200049695242,0.6308200049695242,0.3691799950304758
doc_00497,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.597357509596999,0.597357509596999,0.4026424904030011
doc_00497,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.5976527873014401,0.5976527873014401,0.4023472126985599
doc_00497,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.5450902350842575,0.5450902350842575,0.4549097649157426
doc_00497,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.5646631881803611,0.5646631881803611,0.4353368118196389
doc_00497,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.5587666989012148,0.5587666989012148,0.44123330109878517
doc_00092,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.8518086938463575,0.1481913061536425,0.8518086938463575
doc_00092,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.8341546125943237,0.16584538740567634,0.8341546125943237
doc_00092,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,1,True,0.8705009295179345,0.12949907048206555,0.8705009295179345
doc_00092,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.80426295075156,0.19573704924844004,0.80426295075156
doc_00092,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.8005835098920479,0.19941649010795215,0.8005835098920479
doc_00092,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.7787501911829952,0.22124980881700484,0.7787501911829952
doc_00359,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.7510016864614424,0.7510016864614424,0.24899831353855761
doc_00359,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.6232843526258363,0.6232843526258363,0.3767156473741638
doc_00359,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.6160662974646709,0.6160662974646709,0.3839337025353291
doc_00359,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,0,0,True,0.6836751416443652,0.6836751416443652,0.31632485835563484
doc_00359,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.557823768389672,0.557823768389672,0.44217623161032804
doc_00359,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.7309496850457571,0.7309496850457571,0.269050314954243
doc_01038,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.7051829846868005,0.2948170153131995,0.7051829846868005
doc_01038,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.715447684729787,0.28455231527021296,0.715447684729787
doc_01038,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,1,True,0.6881932559161953,0.3118067440838047,0.6881932559161953
doc_01038,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.7070285056778788,0.2929714943221212,0.7070285056778788
doc_01038,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.6570640385378168,0.3429359614621832,0.6570640385378168
doc_01038,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.5987962271529428,0.4012037728470572,0.5987962271529428
doc_00525,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.5457170009601966,0.5457170009601966,0.45428299903980335
doc_00525,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,0,0,True,0.5307805040991427,0.5307805040991427,0.4692194959008574
doc_00525,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,0,0,True,0.5539007055863233,0.5539007055863233,0.4460992944136767
doc_00525,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,0,False,0.5264133489785621,0.47358665102143793,0.5264133489785621
doc_00525,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,0,0,True,0.5332291774347169,0.5332291774347169,0.4667708225652831
doc_00525,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,0,0,True,0.5171965207665605,0.5171965207665605,0.4828034792334394
doc_01320,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,1,1,True,0.6980336129848821,0.3019663870151179,0.6980336129848821
doc_01320,corruption_sequence_v1,tfidf_logreg_v1,1,0.1,1,1,True,0.6630556236609719,0.3369443763390281,0.6630556236609719
doc_01320,corruption_sequence_v1,tfidf_logreg_v1,2,0.2,1,1,True,0.6405093117287332,0.35949068827126684,0.6405093117287332
doc_01320,corruption_sequence_v1,tfidf_logreg_v1,3,0.3,1,1,True,0.6403928879116537,0.3596071120883463,0.6403928879116537
doc_01320,corruption_sequence_v1,tfidf_logreg_v1,4,0.4,1,1,True,0.5754806637081168,0.4245193362918832,0.5754806637081168
doc_01320,corruption_sequence_v1,tfidf_logreg_v1,5,0.5,1,1,True,0.6327958187901334,0.36720418120986664,0.6327958187901334
doc_00925,corruption_sequence_v1,tfidf_logreg_v1,0,0.0,0,0,True,0.6757831966592542,0.6757831966592542,0.3242168033407458
