input_id,step,corruption_level,confidence,prev_confidence,confidence_diff,confidence_pct_change,moving_avg_confidence,moving_std_confidence,rolling_std_confidence,confidence_range_so_far,rate_of_change,consecutive_decreases,prediction_margin,predicted_class,actual_class,correct,unreliable
doc_00005,4,0.4,0.7170304306350139,0.689582396534421,0.027448034100592933,0.03980384974810308,0.7116029826117917,0.016795926926320145,0.015031692963260384,0.04283372389562967,0.006862008525148233,0,0.43406086127002785,1,1,True,0
doc_00005,5,0.5,0.6510467136529786,0.7170304306350139,-0.06598371698203531,-0.09202359364803953,0.7015102711186562,0.027283696490399755,0.027064212404928435,0.08136940677707205,-0.013196743396407062,1,0.30209342730595723,1,1,True,0
doc_00006,0,0.0,0.7708624123473325,0.7708624123473325,0.0,0.0,0.7708624123473325,0.0,0.0,0.0,0.0,0,0.5417248246946651,1,1,True,0
doc_00006,1,0.1,0.7774508761305414,0.7708624123473325,0.0065884637832088755,0.008546873835950207,0.7741566442389369,0.0032942318916044377,0.0032942318916044377,0.0065884637832088755,0.0065884637832088755,0,0.554901752261083,1,1,True,0
doc_00006,2,0.2,0.7494141134217918,0.7774508761305414,-0.028036762708749663,-0.03606242345277391,0.7659091339665552,0.011969857722206248,0.011969857722206248,0.028036762708749663,-0.014018381354374831,1,0.4988282268435836,1,1,True,0
doc_00006,3,0.3,0.7635251640338205,0.7494141134217918,0.014111050612028775,0.018829443373568643,0.7653131414833716,0.01041747289592969,0.011446043809314552,0.028036762708749663,0.004703683537342925,0,0.5270503280676411,1,1,True,0
doc_00006,4,0.4,0.7887608075170777,0.7635251640338205,0.02523564348325713,0.033051488899112844,0.7700026746901127,0.013220661103683815,0.016275823200267533,0.039346694095285906,0.006308910870814283,0,0.5775216150341553,1,1,True,0
doc_00006,5,0.5,0.6647856212754667,0.7887608075170777,-0.12397518624161097,-0.15717716329221484,0.752466499121005,0.041027334399985425,0.05349577533660949,0.12397518624161097,-0.024795037248322195,1,0.3295712425509334,1,1,True,0
doc_00007,0,0.0,0.8343430427325161,0.8343430427325161,0.0,0.0,0.8343430427325161,0.0,0.0,0.0,0.0,0,0.6686860854650323,1,1,True,0
doc_00007,1,0.1,0.8201388644068559,0.8343430427325161,-0.014204178325660233,-0.01702438637127101,0.8272409535696861,0.007102089162830116,0.007102089162830116,0.014204178325660233,-0.014204178325660233,1,0.6402777288137118,1,1,True,0
doc_00007,2,0.2,0.8162570444218759,0.8201388644068559,-0.0038818199849800505,-0.004733125271154509,0.8235796505204159,0.007774106187962343,0.007774106187962343,0.018085998310640283,-0.0019409099924900253,2,0.6325140888437517,1,1,True,0
doc_00007,3,0.3,0.7922527018110909,0.8162570444218759,-0.02400434261078499,-0.02940782290924835,0.8157479133430847,0.015143839239461845,0.0123329506917633,0.04209034092142527,-0.00800144753692833,3,0.5845054036221817,1,1,True,0
doc_00007,4,0.4,0.8288954235868209,0.7922527018110909,0.036642721775730025,0.046251305539210794,0.818377415391832,0.014530169222207814,0.015197317567497905,0.04209034092142527,0.009160680443932506,0,0.6577908471736418,1,1,True,0
doc_00007,5,0.5,0.7854752635088064,0.8288954235868209,-0.043420160078014525,-0.05238315816743869,0.8128937234113277,0.018063570246222915,0.019072764264711307,0.04886777922370977,-0.008684032015602906,1,0.5709505270176127,1,1,True,0
doc_00008,0,0.0,0.5357093799049449,0.5357093799049449,0.0,0.0,0.5357093799049449,0.0,0.0,0.0,0.0,0,0.07141875980988993,0,0,True,0
doc_00008,1,0.1,0.5038011223029815,0.5357093799049449,-0.031908257601963474,-0.05956262630239031,0.5197552511039631,0.015954128800981737,0.015954128800981737,0.031908257601963474,-0.031908257601963474,1,0.007602244605962982,0,0,True,0
doc_00008,2,0.2,0.5370928516883625,0.5038011223029815,0.03329172938538105,0.06608109412936104,0.5255344512987629,0.015378159631395778,0.015378159631395778,0.03329172938538105,0.016645864692690526,0,0.07418570337672503,0,0,True,0
doc_00008,3,0.3,0.5807746024990851,0.5370928516883625,0.043681750810722564,0.08132997985992194,0.5393444890988435,0.027377313187299388,0.03151957284831031,0.07697348019610362,0.014560583603574187,0,0.16154920499817016,0,0,True,0
doc_00008,4,0.4,0.5603477818361358,0.5807746024990851,-0.02042682066294932,-0.03517168377379501,0.5435451476463019,0.025888143054566982,0.017845454237437136,0.07697348019610362,-0.00510670516573733,1,0.12069556367227158,0,0,True,0
doc_00008,5,0.5,0.5848764538946892,0.5603477818361358,0.02452867205855347,0.04377401473452511,0.5504336986876998,0.02820917054661166,0.010727617216138782,0.08107533159170777,0.0049057344117106935,0,0.16975290778937852,0,0,True,0
doc_00011,0,0.0,0.6968143359403627,0.6968143359403627,0.0,0.0,0.6968143359403627,0.0,0.0,0.0,0.0,0,0.39362867188072537,0,0,True,0
doc_00011,1,0.1,0.6221189303587664,0.6968143359403627,-0.07469540558159626,-0.1071955637663418,0.6594666331495646,0.03734770279079813,0.03734770279079813,0.07469540558159626,-0.07469540558159626,1,0.2442378607175329,0,0,True,0
doc_00011,2,0.2,0.6477868618860708,0.6221189303587664,0.0256679315273044,0.04125888198338877,0.6555733760617333,0.030987344255417514,0.030987344255417514,0.07469540558159626,0.0128339657636522,0,0.29557372377214164,0,0,True,0
doc_00011,3,0.3,0.6891733060943454,0.6477868618860708,0.04138644420827453,0.06388898361997553,0.6639733585698863,0.030526066671201637,0.02762440502804883,0.07469540558159626,0.013795481402758178,0,0.37834661218869076,0,0,True,0
doc_00011,4,0.4,0.6134882643934798,0.6891733060943454,-0.07568504170086554,-0.10982004240672742,0.653876339734605,0.03395985504344533,0.030943419855933373,0.08332607154688287,-0.018921260425216385,1,0.22697652878695962,0,0,True,0
doc_00011,5,0.5,0.6284102518371805,0.6134882643934798,0.014921987443700657,0.02432318319642701,0.6496319917517009,0.03242116969630223,0.03273299390385941,0.08332607154688287,0.0029843974887401314,0,0.256820503674361,0,0,True,0
doc_00012,0,0.0,0.5636058653418335,0.5636058653418335,0.0,0.0,0.5636058653418335,0.0,0.0,0.0,0.0,0,0.12721173068366715,1,1,True,0
doc_00012,1,0.1,0.546106840932256,0.5636058653418335,-0.017499024409577513,-0.031048336232207503,0.5548563531370447,0.008749512204788756,0.008749512204788756,0.017499024409577513,-0.017499024409577513,1,0.09221368186451212,1,1,True,0
doc_00012,2,0.2,0.5216240758921742,0.546106840932256,-0.024482765040081844,-0.04483145642029946,0.5437789273887546,0.01721785986407516,0.01721785986407516,0.04198178944965936,-0.012241382520040922,2,0.043248151784348376,1,1,True,0
doc_00012,3,0.3,0.5496455127581824,0.5216240758921742,0.02802143686600822,0.05371960030426314,0.5452455737311115,0.01512594387814674,0.01245939585808033,0.04198178944965936,0.009340478955336073,0,0.09929102551636482,1,1,True,0
doc_00012,4,0.4,0.5368927014612506,0.5496455127581824,-0.012752811296931843,-0.023201883761293375,0.5435749992771394,0.013935516445002457,0.011455062184124778,0.04198178944965936,-0.0031882028242329608,1,0.07378540292250119,1,1,True,0
doc_00012,5,0.5,0.5214392289656237,0.5368927014612506,-0.015453472495626897,-0.028783167388134495,0.5398857042252201,0.01516201411613989,0.011532747834534353,0.042166636376209876,-0.003090694499125379,2,0.04287845793124739,1,1,True,0
doc_00015,0,0.0,0.8121398708553883,0.8121398708553883,0.0,0.0,0.8121398708553883,0.0,0.0,0.0,0.0,0,0.6242797417107766,1,1,True,0
doc_00015,1,0.1,0.7992949327554622,0.8121398708553883,-0.012844938099926151,-0.015816164876128035,0.8057174018054252,0.0064224690499630754,0.0064224690499630754,0.012844938099926151,-0.012844938099926151,1,0.5985898655109243,1,1,True,0
doc_00015,2,0.2,0.8058922390384958,0.7992949327554622,0.006597306283033677,0.008253907303390937,0.8057756808831154,0.0052445716730363445,0.0052445716730363445,0.012844938099926151,0.0032986531415168385,0,0.6117844780769918,1,1,True,0
doc_00015,3,0.3,0.6949371236560976,0.8058922390384958,-0.11095511538239822,-0.1376798410601124,0.778066041576361,0.04820893569201156,0.05082116182122569,0.11720274719929069,-0.0369850384607994,1,0.3898742473121952,1,1,True,0
doc_00015,4,0.4,0.7075797916001006,0.6949371236560976,0.012642667944003039,0.01819253499869075,0.7639687915811089,0.051519035454477814,0.04959414392355304,0.11720274719929069,0.0031606669860007597,0,0.41515958320020135,1,1,True,0
doc_00015,5,0.5,0.7246172587281062,0.7075797916001006,0.01703746712800558,0.024078510056763407,0.7574102027722751,0.04926375896758776,0.012161061525179767,0.11720274719929069,0.0034074934256011157,0,0.4492345174562125,1,1,True,0
doc_00023,0,0.0,0.5708229321335544,0.5708229321335544,0.0,0.0,0.5708229321335544,0.0,0.0,0.0,0.0,0,0.1416458642671088,1,1,True,0
doc_00023,1,0.1,0.617327640052118,0.5708229321335544,0.04650470791856365,0.08146958592701217,0.5940752860928362,0.023252353959281824,0.023252353959281824,0.04650470791856365,0.04650470791856365,0,0.23465528010423614,1,1,True,0
doc_00023,2,0.2,0.5693641192970068,0.617327640052118,-0.04796352075511123,-0.07769540458460908,0.5858382304942263,0.022274338290979547,0.022274338290979547,0.04796352075511123,-0.023981760377555617,1,0.13872823859401362,1,1,True,0
doc_00023,3,0.3,0.5191263572395912,0.5693641192970068,-0.05023776205741559,-0.08823485772065176,0.5691602621805676,0.03473576673891004,0.04009408934797326,0.09820128281252682,-0.0167459206858052,2,0.03825271447918244,0,1,False,1
doc_00023,4,0.4,0.5306037179944779,0.5191263572395912,0.0114773607548867,0.022108992531060374,0.5614489533433497,0.03468596155051489,0.02149400757722539,0.09820128281252682,0.002869340188721675,0,0.06120743598895584,1,1,True,0
doc_00023,5,0.5,0.5048107089252767,0.5306037179944779,-0.025793009069201234,-0.04861068287778124,0.5520092459403375,0.0380543951010775,0.010551181678955033,0.11251693112684136,-0.005158601813840247,1,0.009621417850553371,1,1,True,0
doc_00025,0,0.0,0.7711232262845655,0.7711232262845655,0.0,0.0,0.7711232262845655,0.0,0.0,0.0,0.0,0,0.5422464525691311,1,1,True,0
doc_00025,1,0.1,0.7798991073823869,0.7711232262845655,0.008775881097821348,0.011380646826195853,0.7755111668334762,0.004387940548910674,0.004387940548910674,0.008775881097821348,0.008775881097821348,0,0.5597982147647738,1,1,True,0
doc_00025,2,0.2,0.7856059227345659,0.7798991073823869,0.005706815352178984,0.007317376437745961,0.7788760854671728,0.005956624015607573,0.005956624015607573,0.014482696450000332,0.002853407676089492,0,0.5712118454691317,1,1,True,0
doc_00025,3,0.3,0.7506960943708327,0.7856059227345659,-0.03490982836373313,-0.04443681921620158,0.7718310876930878,0.013247905802732473,0.015290083303319955,0.03490982836373313,-0.01163660945457771,1,0.5013921887416655,1,1,True,0
doc_00025,4,0.4,0.6968820691666118,0.7506960943708327,-0.05381402520422096,-0.07168550044119136,0.7568412839877926,0.0322363531904523,0.03649439472487308,0.08872385356795409,-0.01345350630105524,2,0.39376413833322355,1,1,True,0
doc_00025,5,0.5,0.6330523655819595,0.6968820691666118,-0.06382970358465223,-0.09159326435387408,0.7362097975868204,0.05471998304779055,0.04808583447190502,0.15255355715260632,-0.012765940716930445,3,0.26610473116391914,1,1,True,0
doc_00032,0,0.0,0.7150643180000877,0.7150643180000877,0.0,0.0,0.7150643180000877,0.0,0.0,0.0,0.0,0,0.43012863600017553,1,0,False,1
doc_00032,1,0.1,0.6927497504893171,0.7150643180000877,-0.022314567510770655,-0.031206378152360718,0.7039070342447025,0.011157283755385326,0.011157283755385326,0.022314567510770655,-0.022314567510770655,1,0.38549950097863417,1,0,False,1
doc_00032,2,0.2,0.7267564259400215,0.6927497504893171,0.03400667545070446,0.04908940844321369,0.7115234981431421,0.014107126987138844,0.014107126987138844,0.03400667545070446,0.01700333772535223,0,0.45351285188004314,1,0,False,1
doc_00032,3,0.3,0.709591217531697,0.7267564259400215,-0.017165208408324584,-0.023618928977645132,0.7110404279902809,0.012245748004560691,0.01388337681886079,0.03400667545070446,-0.005721736136108195,1,0.419182435063394,1,0,False,1
doc_00032,4,0.4,0.6473954980582047,0.709591217531697,-0.06219571947349223,-0.0876500694157957,0.6983114420038656,0.02771416627507279,0.03409318728750737,0.07936092788181681,-0.015548929868373057,2,0.2947909961164095,1,0,False,1
doc_00032,5,0.5,0.7172317574125014,0.6473954980582047,0.06983625935429671,0.10787263668617296,0.701464827905305,0.026263695922044798,0.03127616858301061,0.07936092788181681,0.013967251870859343,0,0.43446351482500295,1,0,False,1
doc_00034,0,0.0,0.5723372562927059,0.5723372562927059,0.0,0.0,0.5723372562927059,0.0,0.0,0.0,0.0,0,0.14467451258541192,1,0,False,1
doc_00034,1,0.1,0.5689579404444515,0.5723372562927059,-0.0033793158482544605,-0.005904413544810726,0.5706475983685787,0.0016896579241272303,0.0016896579241272303,0.0033793158482544605,-0.0033793158482544605,1,0.137915880888903,1,0,False,1
doc_00034,2,0.2,0.575657671049432,0.5689579404444515,0.006699730604980525,0.011775440904729992,0.5723176225955298,0.0027351887998669955,0.0027351887998669955,0.006699730604980525,0.0033498653024902625,0,0.151315342098864,1,0,False,1
doc_00034,3,0.3,0.5631736920726579,0.575657671049432,-0.012483978976774113,-0.02168646333508532,0.5700316399648118,0.00461390215457819,0.005101128965439878,0.012483978976774113,-0.004161326325591371,1,0.12634738414531577,1,0,False,1
doc_00034,4,0.4,0.5941356483991874,0.5631736920726579,0.03096195632652954,0.05497763258894377,0.5748524416516869,0.010487658942315441,0.012718875376544085,0.03096195632652954,0.007740489081632385,0,0.18827129679837484,1,0,False,1
doc_00034,5,0.5,0.545812602732731,0.5941356483991874,-0.0483230456664564,-0.08133335509602202,0.5700124684985276,0.014449424176247384,0.01998657022746712,0.0483230456664564,-0.00966460913329128,1,0.09162520546546205,1,0,False,1
doc_00044,0,0.0,0.5532371236834825,0.5532371236834825,0.0,0.0,0.5532371236834825,0.0,0.0,0.0,0.0,0,0.10647424736696515,0,0,True,0
doc_00044,1,0.1,0.544290334495046,0.5532371236834825,-0.0089467891884365,-0.01617170794481089,0.5487637290892643,0.00447339459421825,0.00447339459421825,0.0089467891884365,-0.0089467891884365,1,0.08858066899009215,0,0,True,0
doc_00044,2,0.2,0.5378326368872683,0.544290334495046,-0.0064576976077777015,-0.01186443557512131,0.545120031688599,0.006316161885112753,0.006316161885112753,0.0154044867962142,-0.0032288488038888508,2,0.07566527377453663,0,0,True,0
doc_00044,3,0.3,0.5383875972412853,0.5378326368872683,0.0005549603540169201,0.0010318458121633884,0.5434369230767706,0.006198305374604124,0.0029221785342629374,0.0154044867962142,0.0001849867846723067,0,0.07677519448257059,0,0,True,0
doc_00044,4,0.4,0.558160193372303,0.5383875972412853,0.019772596131017783,0.036725578806668616,0.5463815771358771,0.008088210044547968,0.009454411618140946,0.020327556485034703,0.004943149032754446,0,0.11632038674460615,0,0,True,0
doc_00044,5,0.5,0.6542666905509409,0.558160193372303,0.09610649717863784,0.17218443436100261,0.564362429371721,0.04087873759148573,0.05061332567612312,0.11643405366367254,0.01922129943572757,0,0.3085333811018818,0,0,True,0
doc_00045,0,0.0,0.7998144066442932,0.7998144066442932,0.0,0.0,0.7998144066442932,0.0,0.0,0.0,0.0,0,0.5996288132885863,1,1,True,0
doc_00045,1,0.1,0.779821190295173,0.7998144066442932,-0.019993216349120102,-0.02499731960693704,0.7898177984697331,0.009996608174560051,0.009996608174560051,0.019993216349120102,-0.019993216349120102,1,0.5596423805903461,1,1,True,0
doc_00045,2,0.2,0.7992481885307428,0.779821190295173,0.019426998235569704,0.024912118928463994,0.792961261823403,0.009294308672991853,0.009294308672991853,0.019993216349120102,0.009713499117784852,0,0.5984963770614855,1,1,True,0
doc_00045,3,0.3,0.7642538737546877,0.7992481885307428,-0.03499431477605508,-0.04378404014951238,0.7857844148062242,0.014809102930481799,0.014315305218006374,0.03556053288960548,-0.01166477159201836,1,0.5285077475093753,1,1,True,0
doc_00045,4,0.4,0.7849245218035891,0.7642538737546877,0.020670648048901397,0.027046834512397012,0.7856124362056971,0.013250129442410765,0.014364482378104018,0.03556053288960548,0.005167662012225349,0,0.5698490436071781,1,1,True,0
doc_00045,5,0.5,0.7593034762739584,0.7849245218035891,-0.025621045529630626,-0.032641413050466216,0.7812276095504074,0.01557043563462177,0.011096646640665654,0.04051093037033471,-0.005124209105926125,1,0.5186069525479169,1,1,True,0
doc_00046,0,0.0,0.7594445410045585,0.7594445410045585,0.0,0.0,0.7594445410045585,0.0,0.0,0.0,0.0,0,0.5188890820091171,0,0,True,0
doc_00046,1,0.1,0.7594445410045585,0.7594445410045585,0.0,0.0,0.7594445410045585,0.0,0.0,0.0,0.0,0,0.5188890820091171,0,0,True,0
doc_00046,2,0.2,0.7594445410045585,0.7594445410045585,0.0,0.0,0.7594445410045584,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0,0.5188890820091171,0,0,True,0
doc_00046,3,0.3,0.7594445410045585,0.7594445410045585,0.0,0.0,0.7594445410045585,0.0,1.1102230246251565e-16,0.0,0.0,0,0.5188890820091171,0,0,True,0
doc_00046,4,0.4,0.7594445410045585,0.7594445410045585,0.0,0.0,0.7594445410045585,0.0,1.1102230246251565e-16,0.0,0.0,0,0.5188890820091171,0,0,True,0
doc_00046,5,0.5,0.7594445410045585,0.7594445410045585,0.0,0.0,0.7594445410045586,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0,0.5188890820091171,0,0,True,0
doc_00047,0,0.0,0.7191689819513043,0.7191689819513043,0.0,0.0,0.7191689819513043,0.0,0.0,0.0,0.0,0,0.4383379639026086,1,1,True,0
doc_00047,1,0.1,0.7096508088321496,0.7191689819513043,-0.009518173119154705,-0.01323496056980832,0.714409895391727,0.004759086559577352,0.004759086559577352,0.009518173119154705,-0.009518173119154705,1,0.4193016176642992,1,1,True,0
doc_00047,2,0.2,0.6974671968025534,0.7096508088321496,-0.01218361202959617,-0.017168460710481486,0.7087623291953357,0.00888196362333655,0.00888196362333655,0.021701785148750874,-0.006091806014798085,2,0.39493439360510685,1,1,True,0
doc_00047,3,0.3,0.6439152175506611,0.6974671968025534,-0.05355197925189237,-0.07678064215406025,0.692550551284167,0.029114123505231536,0.028552919377903944,0.07525376440064324,-0.017850659750630788,3,0.28783043510132217,1,1,True,0
doc_00047,4,0.4,0.6546958914680997,0.6439152175506611,0.010780673917438643,0.01674238102097728,0.6849796193209535,0.03012277864256102,0.02312627647389274,0.07525376440064324,0.002695168479359661,0,0.3093917829361994,1,1,True,0
doc_00047,5,0.5,0.6568390253303128,0.6546958914680997,0.002143133862213098,0.0032734799318922,0.6802895203225133,0.029430199410918956,0.005655290152600416,0.07525376440064324,0.0004286267724426196,0,0.3136780506606256,1,1,True,0
doc_00050,0,0.0,0.6474115963604877,0.6474115963604877,0.0,0.0,0.6474115963604877,0.0,0.0,0.0,0.0,0,0.2948231927209755,0,1,False,1
doc_00050,1,0.1,0.6810901313754294,0.6474115963604877,0.03367853501494167,0.0520202838569314,0.6642508638679585,0.016839267507470834,0.016839267507470834,0.03367853501494167,0.03367853501494167,0,0.3621802627508589,0,1,False,1
doc_00050,2,0.2,0.70511310395498,0.6810901313754294,0.02402297257955055,0.03527135612879501,0.6778716105636323,0.023666222791583348,0.023666222791583348,0.05770150759449222,0.012011486289775275,0,0.41022620790995995,0,1,False,1
doc_00050,3,0.3,0.6426847256705206,0.70511310395498,-0.06242837828445935,-0.08853668714181956,0.6690748893403544,0.025538490338229667,0.025710743137503253,0.06242837828445935,-0.020809459428153116,1,0.2853694513410412,0,1,False,1
doc_00050,4,0.4,0.6353752645124724,0.6426847256705206,-0.007309461158048203,-0.011373323289147965,0.662334964374778,0.026523158657503078,0.0312944739313465,0.06973783944250755,-0.0018273652895120507,2,0.2707505290249449,0,1,False,1
doc_00050,5,0.5,0.6135208451736108,0.6353752645124724,-0.021854419338861564,-0.03439608143327802,0.6541992778412501,0.030284956625939444,0.012389851549186247,0.09159225878136912,-0.004370883867772313,3,0.22704169034722171,0,1,False,1
doc_00059,0,0.0,0.6689363965039925,0.6689363965039925,0.0,0.0,0.6689363965039925,0.0,0.0,0.0,0.0,0,0.337872793007985,0,0,True,0
doc_00059,1,0.1,0.6958881098845758,0.6689363965039925,0.02695171338058333,0.04029039759450803,0.6824122531942842,0.013475856690291665,0.013475856690291665,0.02695171338058333,0.02695171338058333,0,0.3917762197691517,0,0,True,0
doc_00059,2,0.2,0.6845391924313544,0.6958881098845758,-0.011348917453221419,-0.016308537668654546,0.6831212329399743,0.011048579708924129,0.011048579708924129,0.02695171338058333,-0.005674458726610709,1,0.36907838486270883,0,0,True,0
doc_00059,3,0.3,0.6611653204293786,0.6845391924313544,-0.023373872001975826,-0.034145410898908844,0.6776322548123254,0.01348851281074982,0.014456094167723253,0.034722789455197245,-0.007791290667325275,2,0.3223306408587572,0,0,True,0
doc_00059,4,0.4,0.6520580231638131,0.6611653204293786,-0.009107297265565473,-0.01377461428202397,0.6725174084826229,0.015817667153613137,0.013680103609235628,0.04383008672076272,-0.002276824316391368,3,0.30411604632762623,0,0,True,0
doc_00059,5,0.5,0.7277374705438469,0.6520580231638131,0.07567944738003374,0.1160624433586966,0.6817207521594936,0.025139739510551533,0.03373454014655202,0.07567944738003374,0.015135889476006748,0,0.45547494108769376,0,0,True,0
doc_00061,0,0.0,0.9028181719424558,0.9028181719424558,0.0,0.0,0.9028181719424558,0.0,0.0,0.0,0.0,0,0.8056363438849117,1,1,True,0
doc_00061,1,0.1,0.8847694073087958,0.9028181719424558,-0.01804876463366001,-0.019991583238546516,0.8937937896256258,0.009024382316830004,0.009024382316830004,0.01804876463366001,-0.01804876463366001,1,0.7695388146175918,1,1,True,0
doc_00061,2,0.2,0.8924589866509975,0.8847694073087958,0.007689579342201713,0.008691054729831942,0.8933488553007498,0.007395195551197319,0.007395195551197319,0.01804876463366001,0.0038447896711008567,0,0.7849179733019951,1,1,True,0
doc_00061,3,0.3,0.8832505616076306,0.8924589866509975,-0.009208425043366941,-0.01031803722199277,0.89082428187747,0.007754811463789966,0.004030875483940195,0.019567610334825236,-0.003069475014455647,1,0.7665011232152612,1,1,True,0
doc_00061,4,0.4,0.9028712951200724,0.8832505616076306,0.019620733512441757,0.02221423270507689,0.8932336845259904,0.008445742428107353,0.008015155387699603,0.019620733512441757,0.004905183378110439,0,0.8057425902401447,1,1,True,0
doc_00061,5,0.5,0.8594272800301607,0.9028712951200724,-0.04344401508991169,-0.04811761690145891,0.8875992837766855,0.014770731080545248,0.01776358439748186,0.04344401508991169,-0.008688803017982338,1,0.7188545600603213,1,1,True,0
doc_00070,0,0.0,0.5742459558696755,0.5742459558696755,0.0,0.0,0.5742459558696755,0.0,0.0,0.0,0.0,0,0.148491911739351,0,0,True,0
doc_00070,1,0.1,0.5769214716839846,0.5742459558696755,0.0026755158143090263,0.004659180943219793,0.57558371377683,0.0013377579071545131,0.0013377579071545131,0.0026755158143090263,0.0026755158143090263,0,0.15384294336796905,0,0,True,0
